driverID,lat,lon
3321035,49.84626,24.02417
1970027,49.8659,24.01465
1218086,49.844,24.0299
2604342,49.83324,24.02126
3906212,49.85505,24.0404
666901,49.80851,23.98322
3598551,49.85476,24.05634
1924289,49.84461,24.02371
1270347,49.81957,24.04442
582313,49.87183,24.05569
1982019,49.83941,24.03265
2890666,49.85974,24.06435
3565180,49.82828,23.99547
608130,49.87123,23.94678
1645937,49.87595,24.07407
592743,49.81158,23.98321
845985,49.8704,23.95726
1500374,49.82711,24.04695
651079,49.80705,23.97896
3607769,49.84056,24.02754
2135607,49.91044,23.91081
3679921,49.83991,24.04913
2753983,49.84382,24.0316
1099017,49.82975,23.97261
1174696,49.84741,24.00613
3559983,49.86045,24.01847
571091,49.88834,24.02035
2381296,49.87593,23.93775
3222315,49.83315,24.01138
1382483,49.78994,24.06008
616341,49.8284,24.04614
3877376,49.84196,24.01175
2625861,49.87394,24.05156
3781118,49.83404,24.00847
1738177,49.82227,23.97027
3096002,49.83842,24.03501
2060699,49.78345,24.00415
1944496,49.79032,24.06844
3976509,49.82795,23.91652
2092881,49.84974,24.02052
2042809,49.85421,24.0318
1935724,49.84644,23.98514
2093811,49.77273,24.09981
1897739,49.80127,24.05705
584608,49.83983,24.02945
3485574,49.86063,24.01683
3143348,49.82107,23.91697
2443541,49.83083,24.02085
3834132,49.81757,23.98576
3160587,49.74956,23.93325
2705074,49.80946,24.13828
3104522,49.84545,24.02283
3695125,49.78912,24.06733
1888505,49.83628,24.02947
640320,49.83948,23.99451
1556028,49.83575,24.03197
625967,49.85992,24.01667
1340102,49.81587,24.04795
3054625,49.84986,24.01713
1409033,49.79837,24.04878
1583842,49.85101,23.99178
1338596,49.82936,24.04847
3012453,49.83771,24.00985
722886,49.87669,23.93199
1258923,49.83,24.04399
1731867,49.87382,24.05189
1409287,49.84417,23.99996
3822737,49.88073,24.03495
702666,49.8167,23.97434
3111289,49.81924,24.14331
2349403,49.84305,24.10123
1061269,49.87069,23.95301
3837191,49.82684,23.97431
2759813,49.86384,24.05398
2870104,49.88253,24.03885
1069314,49.8593,24.01437
812911,49.84133,23.87644
3823110,49.84746,24.02589
1224537,49.83195,24.01921
2551361,49.81707,24.1378
974138,49.79477,24.02146
1867570,49.8628,24.01091
3364261,49.83982,24.02759
952280,49.86005,24.05996
3637072,49.81201,24.0402
1889759,49.90492,23.95674
2636461,49.86941,24.05577
1066192,49.79897,24.14031
2615019,49.86012,24.00959
1455329,49.86723,24.02056
1891533,49.68948,24.2203
1866661,49.78564,24.02408
675209,49.79972,24.05818
3334991,49.8418,24.028
3101729,49.81264,24.06996
3354607,49.83513,23.99541
781188,49.82449,23.98028
2557744,49.81705,24.00239
3631790,49.84879,23.97571
1168301,49.85684,24.06359
1301588,49.83015,23.99305
840414,49.85367,24.02905
1679245,49.84961,24.02167
830285,49.8699,24.02344
3798168,49.82339,23.91642
3426940,49.78535,24.05663
695041,49.81798,24.05416
1838242,49.84603,23.96612
3371835,49.85657,24.01967
1790947,49.83835,24.03539
2788791,49.82736,23.90957
3199795,49.88214,24.03618
2785622,49.84726,24.03317
2843027,49.82273,24.15414
2625787,49.84784,24.02766
3552094,49.84812,23.99903
1127450,49.84384,24.02741
3908754,49.86113,24.01116
2621947,49.80968,23.98363
2310258,49.84422,24.03086
2244818,49.84575,24.01079
3740938,49.79716,24.05306
2041194,49.84094,24.02882
3944934,49.77389,24.01116
381264,49.83298,23.87825
2671399,49.80565,24.01296
3830734,49.87688,23.94049
1123304,49.79863,24.03498
1398153,49.79321,24.05358
1260216,49.79317,24.0
1389396,49.81617,24.06302
3107265,49.82095,24.14655
3914938,49.79986,24.04856
3854532,49.88214,24.03618
2071688,49.87697,23.93738
3245258,49.80278,24.01967
789970,49.82571,23.97284
457420,49.79701,24.06105
1987777,49.8126,23.99684
3715765,49.82255,24.06022
1989056,49.8643,24.05125
2490372,49.86258,24.05186
709813,49.82383,24.0516
1918801,49.82643,23.97352
660557,49.90965,24.07512
1522049,49.78698,24.01661
3596238,49.8301,23.94302
3187380,49.84564,23.97315
3193884,49.8388,24.03053
1941512,49.78923,24.01858
2051199,49.79201,24.0606
3687417,49.84378,24.01706
683980,49.78414,24.01924
568733,49.78994,24.06008
2915093,49.87543,24.06548
826816,49.85663,23.98285
3895232,49.80582,23.98551
3923093,49.86227,24.00616
3559251,49.82686,24.01483
2065683,49.78092,24.06934
1353442,49.86898,23.9509
640724,49.82105,23.98042
1259916,49.82779,23.95141
1510244,49.72951,24.00645
3861617,49.8747,24.01227
1732712,49.77294,24.00999
2931234,49.80526,24.01265
2908351,49.84661,24.02512
3502091,49.8137,24.05623
2153390,49.86012,24.06309
2877871,49.82026,24.00698
1935109,49.93303,24.05117
3203289,49.86393,24.04452
1184091,49.86737,24.03966
1088870,49.85837,24.02112
852111,49.85065,24.027
3809116,49.77389,24.01116
2618313,49.81558,24.13516
2747334,49.83836,24.03489
2091010,49.84155,24.03534
860044,49.81373,23.96011
3093294,49.84102,24.02924
2546628,49.80355,24.01081
3249495,49.87391,24.06003
2917886,49.82282,24.14219
3390004,49.8083,23.98662
3851763,49.8747,24.01227
2976098,49.83755,24.0138
662029,49.83951,24.03236
3684920,49.8683,24.05696
1037434,49.8379,24.00189
1754470,49.88766,24.05807
1410970,49.79159,23.93263
3016573,49.83269,23.96345
3797997,49.84402,24.02866
3527683,49.78214,24.0537
1809560,49.82792,24.01571
3247618,49.88113,24.03638
1616970,49.83095,23.9427
1200044,49.80951,23.99568
3668952,49.81913,24.02055
3684352,49.8628,24.01585
2963238,49.78181,24.05654
1344530,49.8357,24.04113
2536425,49.84101,24.06818
603652,49.80803,24.01341
393826,49.85526,23.9847
1941388,49.87095,24.02613
533564,49.79662,24.06942
2139814,49.82559,23.95343
3765187,49.84065,24.02062
1083971,49.8285,24.0147
3561619,49.80367,24.06794
3821130,49.84675,24.02397
3054856,49.83727,24.00818
390826,49.84083,24.02735
3397493,49.86367,24.05342
2421994,49.78467,24.05423
2566084,49.84477,24.00108
3318150,49.84157,24.02736
2092271,49.78201,24.05202
2440737,49.86061,24.02847
1136017,49.8467,24.02605
3022295,49.82317,24.00003
1753463,49.87428,24.03963
1304841,49.83601,24.02017
734588,49.80434,24.00042
3210908,49.81593,24.02174
3242117,49.84418,24.02535
2138882,49.81719,24.14555
1716142,49.83876,24.06352
1411571,49.82171,24.1524
3230316,49.8727,23.94205
420922,49.82779,23.95141
3892240,49.78368,24.05817
1542525,49.79257,24.07029
206868,49.82253,23.971
1272921,49.83951,24.03236
671708,49.87472,23.93329
3774893,49.84291,24.02608
3916074,49.83951,24.03236
3251639,49.81686,24.00189
364131,49.8446,24.03225
3188471,49.85839,24.0411
2648805,49.79946,23.99566
3203554,49.79988,24.04854
657172,49.80823,23.97753
2957640,49.76995,24.10372
1323914,49.80738,23.98105
2675692,49.84964,24.02428
3507652,49.81776,24.05497
3126206,49.84,23.99434
526711,49.85703,24.05379
2187671,49.82367,24.0121
1236881,49.83905,24.03073
1145070,49.84635,24.13899
655758,49.85396,24.02814
379969,49.80186,23.98856
1252401,49.79321,23.99979
1785525,49.82102,23.97335
811066,49.83788,24.02286
1950027,49.83181,23.87176
3957061,49.87831,24.03858
2872440,49.83361,24.02255
3775165,49.8683,24.05696
583642,49.84903,24.02515
3221466,49.82781,23.9991
3844238,49.87461,24.03966
1389471,49.84394,24.00203
2376741,49.86678,24.00179
2088020,49.74506,23.93764
3717169,49.81479,24.0749
905856,49.77365,24.01387
1914790,49.77389,24.01116
2957415,49.81276,24.13744
3705328,49.83972,23.99442
2059783,49.81772,23.98534
3818320,49.84484,24.03186
3217173,49.75241,23.99225
1690591,49.80409,24.07386
3332054,49.84183,24.02757
3668818,49.80711,23.97939
1558115,49.81887,24.00377
3512474,49.82956,23.98983
2263893,49.75609,24.01833
927501,49.80861,23.99199
1668733,49.77452,24.01267
638418,49.83022,23.94265
1347825,49.79962,24.05581
1259882,49.81538,24.04805
2752929,49.81712,24.055
2027938,49.83128,23.97251
1166033,49.82105,23.91715
960432,49.84741,23.99215
515781,49.78573,24.05936
1343180,49.86114,24.04513
1104116,49.82394,23.90359
3793095,49.83406,24.01814
3050777,49.84514,23.99706
2126213,49.789,23.94744
3771641,49.78152,24.0655
1823219,49.85757,24.07177
496473,49.81451,23.98643
2058972,49.86676,24.04026
1062561,49.82481,24.0105
1749921,49.83538,24.03284
3733782,49.84063,24.04792
1967672,49.834774,24.032661
3269807,49.78562,24.02502
685067,49.8491,24.02419
576439,49.79805,24.03052
1874962,49.80874,24.0181
3215680,49.81596,23.91934
2485330,49.83399,23.98619
3155024,49.83241,24.00422
1706829,49.89521,23.95925
3075227,49.81777,24.15333
2051441,49.89393,24.12436
1673276,49.72432,23.90294
582169,49.79407,24.13663
3227196,49.84735,23.99693
1201618,49.81014,24.02007
1286239,49.78294,24.06832
3195848,49.84751,24.04222
2798363,49.82613,23.94841
1125533,49.8421,24.09215
2628493,49.81587,24.13176
2725617,49.83422,24.0155
2651627,49.82162,23.91842
3956653,49.86924,24.06341
3614223,49.83982,24.03351
3937239,49.83951,24.03236
1024883,49.86472,24.02931
3394016,49.83202,23.97858
2877773,49.83778,23.87638
1234213,49.77389,24.01116
981842,49.7849,24.05246
2967411,49.85376,23.98697
3768502,49.81919,23.92555
1910309,49.79642,24.01639
1593243,49.83376,23.9973
1542699,49.84831,23.97915
2285119,49.85277,24.03264
618472,49.78326,24.0546
1905701,49.80839,24.01937
1189414,49.83319,23.98024
705488,49.83934,24.03237
3106044,49.83377,23.98734
2736804,49.82232,23.98148
3406250,49.82358,24.13135
3539508,49.78596,24.05009
394424,49.74593,23.93413
3261361,49.85509,24.02288
1461426,49.86596,23.9988
3605834,49.80009,24.03576
3786488,49.81076,24.03582
3797688,49.87161,24.03571
1068308,49.79533,24.05898
959461,49.87418,23.93167
1061106,49.80739,23.9995
1947887,49.83376,23.9973
3993666,49.78247,24.06149
3751564,49.84303,24.02428
3742027,49.8621,24.00822
212890,49.81041,23.97375
602577,49.82556,23.95178
383800,49.84806,23.97526
2757740,49.78392,24.0692
1393009,49.83165,23.97723
1537032,49.85282,24.07748
3473387,49.79435,24.0179
1611923,49.82862,24.00569
1212304,49.84952,24.02473
3727953,49.82603,23.96299
443979,49.84398,24.02405
1517126,49.85119,23.99172
1372400,49.90577,23.8046
1651654,49.90991,23.95744
2035742,49.83748,24.05455
3653573,49.84386,24.0177
3457874,49.87667,23.93289
781333,49.84341,24.02729
3956798,49.84142,24.05037
2004199,49.85642,24.0602
1587991,49.84068,23.99425
1870950,49.86272,24.04808
3297899,49.82504,24.04093
526036,49.82844,23.98664
3882268,49.8269,23.97312
1424087,49.81567,23.97545
3108131,49.82051,23.90267
3267664,49.86629,24.00067
837500,49.77296,24.01213
1154149,49.8367,24.04724
703176,49.84311,24.02748
3462180,49.84012,24.03355
1578658,49.8383,23.99812
1770451,49.85287,24.02768
661126,49.78499,24.05306
3720869,49.80187,24.01023
3374634,49.79665,24.07969
1621078,49.92343,23.84805
412559,49.8747,24.07291
991997,49.54966,23.92142
3384475,49.79097,24.05921
776524,49.8074,24.00001
1417273,49.83926,24.03603
552722,49.83801,24.02832
1209489,49.78541,24.06892
1032330,49.87051,23.94702
3514353,49.84793,23.95944
2817452,49.84509,24.02467
3079031,49.81092,23.99131
1428660,49.85225,24.03622
2322221,49.78528,24.05506
1802143,49.86928,24.05796
3369886,49.91244,23.92607
2751573,49.83527,23.8779
3096902,49.84694,24.00471
2697110,49.83902,24.03357
1243698,49.80127,23.98956
1494309,49.83935,24.0329
1797402,49.86945,24.04238
2663926,49.86419,24.05389
3061937,49.80955,24.04603
1685158,49.82521,23.97438
3210863,49.84224,24.03494
3046797,49.8392,24.03135
3902521,49.79498,24.02344
1941646,49.79531,24.19688
1533554,49.76642,24.05806
1348022,49.83326,24.00081
3397929,49.90511,23.95651
1178495,49.8222,24.00478
1603680,49.81158,23.98321
621484,49.82542,23.9698
2531207,49.81189,24.03703
1958546,49.84001,23.99549
684594,49.87162,23.95204
1627685,49.87404,24.05361
3852328,49.81106,24.01163
1942199,49.7849,24.05985
1232167,49.85597,24.02502
769771,49.84123,23.96749
1142910,49.74952,23.9336
3289918,49.78937,24.05523
3833994,49.8587,24.0273
2186649,49.80464,24.00504
1165296,49.84111,24.0031
3402900,49.80542,23.98497
1973254,49.87252,24.03792
3985007,49.77707,24.01301
1174673,49.90439,23.96008
3548248,49.83282,23.99447
1910379,49.8495,24.02394
662661,49.84575,24.04639
3731953,49.83017,24.04271
1854412,49.73303,23.95043
1119146,49.83478,24.03294
2478869,49.83493,23.99118
1732075,49.83416,24.00742
3428590,49.7711,23.97025
2519253,49.78856,24.0198
2588979,49.81668,23.97283
1498650,49.82571,23.9559
2845908,49.86069,24.0504
1587171,49.85566,24.02377
3381689,49.77452,24.01267
751787,49.82449,23.98028
1445681,49.78104,24.0133
569083,49.83546,23.99588
3811943,49.79982,24.04714
2014185,49.81979,23.92624
1954609,49.77443,23.64085
1050915,49.79816,24.04915
2195357,49.81627,24.08175
1330450,49.80544,23.99994
2520718,49.79461,24.06778
4001025,49.79775,24.02785
546361,49.91869,24.21778
3997864,49.86409,24.05122
3059041,49.83835,23.99775
3745895,49.84117,24.06841
2947337,49.82156,24.00013
1554115,49.69094,24.22266
2893717,49.85643,24.02244
2820672,49.87302,24.10149
3574086,49.84602,24.02695
3567332,49.81491,24.02593
3748948,49.84282,24.02608
1134774,49.84694,24.00471
2642395,49.8151,23.98037
890110,49.80288,23.99456
2071476,49.83929,24.05034
2002557,49.80339,23.98751
2817198,49.85648,24.02278
3831517,49.8434,24.02055
3790452,49.78804,24.01964
3501842,49.84275,24.02048
3070057,49.85874,24.02419
2849182,49.84755,24.01105
3050051,49.8175,24.1428
432986,49.82547,23.9912
2615522,49.84102,24.02924
2359513,49.76647,24.08388
2770998,49.89543,23.9549
3560879,49.83451,23.99562
1695791,49.84031,24.03403
1170715,49.77452,24.01267
2938548,49.82934,24.00594
880954,49.86266,24.01585
675987,49.8244,24.14807
1896251,49.84486,24.01195
1879678,49.83519,24.00531
2391710,49.8977,23.92888
671800,49.82163,24.14305
2195368,49.86388,24.0532
368804,49.84587,23.98238
3158609,49.84248,24.01849
675507,49.81902,24.05707
1122205,49.83912,24.03398
3585869,49.82244,23.92019
3144012,49.86217,24.01269
457644,49.84359,24.02566
3410373,49.85468,24.03231
2485270,49.86673,24.00163
2575505,49.82206,23.98002
3775262,49.81747,24.0693
1339184,49.83759,24.00217
1913786,49.81705,24.00239
3530442,49.7845,24.05535
2337649,49.86169,23.89465
2821300,49.82997,23.94989
1783221,49.82429,24.07712
2923001,49.8211,24.07651
1659110,49.80415,24.07521
387761,49.84353,23.97094
1157676,49.79926,24.04955
2555931,49.83951,24.03236
611362,49.81931,24.04408
1480782,49.72055,23.88339
1967623,49.82972,24.04674
1926979,49.87405,24.05339
2887324,49.8495,24.02394
2767474,49.82352,23.91215
3993599,49.81562,24.04985
2483415,49.78442,23.64099
676491,49.83956,24.03082
2317516,49.89394,24.12466
1387569,49.79847,24.04039
1332837,49.81862,24.01985
575164,49.82986,23.99447
1857276,49.85545,24.02409
2643417,49.83943,24.02998
562509,49.82273,24.0846
3277778,49.8234,23.96452
2779662,49.82585,24.07757
1653389,49.80986,24.11767
1742212,49.79522,24.05789
2319357,49.81956,23.90896
1933145,49.84436,24.02401
3190867,49.80978,24.00039
618443,49.78557,24.02101
3590097,49.8152,24.02788
3218797,49.80303,24.00117
854735,49.84336,24.02976
1071471,49.89144,23.97934
2570734,49.84095,24.04253
572400,49.80156,24.05482
2461215,49.81844,24.01023
2918008,49.91044,23.91081
3815546,49.80609,23.97952
1244185,49.82133,24.02019
833010,49.85863,24.05018
3192032,49.83874,24.03424
2419860,49.8522,24.00908
2288421,49.8128,23.97742
952202,49.83617,24.00008
822947,49.80363,24.01023
2887319,49.82964,23.98027
1134781,49.83213,24.02204
1893878,49.81941,24.05023
675468,49.82844,24.00921
903597,49.83858,24.03387
3273214,49.86063,24.01683
3052174,49.87625,23.93744
1253540,49.82254,23.92015
1339265,49.83972,24.02732
1617027,49.82072,23.96506
1479245,49.82396,24.13979
3592723,49.84211,24.02579
3813360,49.81381,24.01908
704778,49.79424,24.06344
3038424,49.86947,24.03302
1452769,49.78464,24.06858
1658499,49.83749,24.04169
2851207,49.75236,24.00701
1961640,49.87434,24.0397
1949526,49.77389,24.01116
3765346,49.83951,24.03236
1955200,49.8689,24.03008
951183,49.81469,23.9813
1083540,49.83285,23.99676
2137194,49.80128,23.98379
2271987,49.83566,23.86377
1733079,49.782005,24.051573
1785869,49.82441,24.14792
1307785,49.84061,24.01316
1824737,49.84021,24.02224
2230013,49.76524,24.05487
2902010,49.83951,24.03236
3193057,49.83038,23.96457
3161251,49.79514,24.05904
2427655,49.84228,24.10338
2641051,49.79498,24.02344
3366762,49.85963,23.8989
1931188,49.81609,23.97507
1089278,49.81461,24.07546
667875,49.8059,23.98738
3516921,49.84047,24.06385
3457047,49.78133,24.00912
1272801,49.8899,24.09264
2760638,49.83951,24.03236
3183177,49.79313,24.0086
3239615,49.84037,24.01201
3294889,49.78808,24.05044
572060,49.87026,24.0368
3384850,49.80701,24.01709
1560217,49.8495,24.02394
3136826,49.84678,23.97378
3090151,49.82352,23.91619
1677139,49.82449,24.13788
3346800,49.86887,23.95072
2744169,49.80711,23.97939
2328715,49.78384,24.02042
3741287,49.88379,23.89627
3982405,49.79546,24.06492
2509545,49.79016,24.02013
2502552,49.82492,24.13753
3089699,49.86512,23.96899
3021537,49.87169,23.93581
1937715,49.82251,23.97097
3119073,49.87154,23.94447
2795219,49.83849,24.03444
3660070,49.81664,24.08204
833925,49.85332,23.98957
3289904,49.84887,23.99504
2255060,49.86025,24.02773
3160941,49.8495,24.02394
1173827,49.90388,24.09412
781356,49.84596,24.02162
3911144,49.81158,23.98321
1091014,49.82267,23.92709
3115034,49.84521,24.14696
741518,49.78973,24.05513
410809,49.91003,23.95733
327752,49.84777,24.0038
3740919,49.82508,24.05105
1112957,49.77698,23.97653
1941456,49.84974,24.02052
769572,49.79715,24.04524
2532587,49.87279,24.04177
3229901,49.8749,23.95234
3448951,49.78919,24.05608
1624755,49.84675,24.00162
991322,49.81728,24.00168
1708759,49.82311,23.91688
3221312,49.83962,24.00774
2899428,49.84031,24.03403
1822594,49.73015,24.00892
3822667,49.81606,24.05641
2747442,49.80897,23.98667
2082125,49.83719,24.02075
2457895,49.82431,24.1525
3430123,49.7128,23.88986
2707901,49.83972,23.99442
2258624,49.80623,23.9836
1146163,49.80941,23.98284
3032372,49.79107,24.08503
1297438,49.8212,24.00982
439385,49.91142,23.96332
1146286,49.83856,24.03468
2934241,49.8077,23.97842
1651268,49.83945,24.03311
3158469,49.82318,24.14013
2334475,49.86236,24.06536
1342226,49.87564,23.93376
2485026,49.90511,24.09672
3113860,49.85486,24.02931
1935101,49.7738,24.01004
1956032,49.81947,23.98129
1970416,49.82117,23.92089
990122,49.83359,23.98553
3684581,49.8681,24.02969
3246117,49.75236,24.00701
891046,49.80452,24.06442
1488724,49.86903,23.95075
381376,49.83919,23.97868
3613073,49.81105,23.99724
2399222,49.86187,24.06121
1065708,49.83336,23.85919
3861812,49.84224,24.03494
1997797,49.84575,24.01079
1970883,49.73313,23.95044
789751,49.82311,24.01356
998951,49.83377,24.04107
3847114,49.80167,23.99547
3463187,49.78208,24.02284
1166787,49.82757,24.03508
3035073,49.85037,24.0261
930973,49.82057,23.98166
2061555,49.77389,24.01116
1558085,49.78515,24.05923
903668,49.86868,24.05728
1715967,49.9041,24.09354
2983691,49.81811,24.16128
3515432,49.83274,23.98213
2506645,49.86846,24.0496
2725436,49.91236,24.04693
3505133,49.80303,24.00117
1018064,49.77727,24.0135
3515360,49.78613,24.05127
1676806,49.8213,24.00622
1126128,49.83317,24.00789
3941948,49.82887,24.05271
2884541,49.88647,23.95386
3677249,49.82643,24.03911
2716868,49.82227,23.97027
591779,49.80179,23.99625
3549457,49.7993,24.05911
1476259,49.87119,23.93898
2662890,49.78673,24.06677
3892415,49.8412,24.02507
3066188,49.78731,24.05795
3671764,49.7848,24.0522
2212046,49.83706,24.01673
833985,49.7868,24.01577
3779842,49.80659,24.01315
664343,49.81485,24.05459
2658587,49.80155,24.0511
3156924,49.83386,24.05225
2049500,49.787433,24.016389
3865707,49.84413,23.9689
2847711,49.82878,23.99203
2921259,49.84743,24.02485
2088222,49.81322,23.99223
1372934,49.84865,23.9698
3083739,49.84203,24.01727
3063891,49.86402,24.04678
1176396,49.81305,24.03729
1982285,49.85839,24.0411
2744176,49.79898,24.04686
447823,49.84704,24.02745
675983,49.81809,24.02748
3656360,49.86246,24.06485
1542896,49.80677,23.97794
3926441,49.82897,23.93732
2671168,49.82776,24.04445
3322680,49.81569,23.98382
3998044,49.81472,24.13231
1315447,49.80607,24.00484
2815483,49.79596,24.05597
3344475,49.87229,23.94208
882292,49.8403,24.02748
1939727,49.78399,24.06801
3657596,49.8445,24.0293
2496191,49.92193,23.85164
1259747,49.80001,24.04845
2618400,49.79939,23.99557
3193887,49.86217,24.01269
3472681,49.86744,24.06619
1893269,49.81449,24.03823
3242608,49.86674,24.03814
3632856,49.81345,23.97668
1872313,49.84145,24.02643
3420636,49.72432,23.90294
2748526,49.82485,24.03137
2402093,49.86963,24.0129
1263523,49.83041,24.04467
2569983,49.78746,23.9791
3289481,49.87434,24.0397
3522070,49.82987,24.04474
2237836,49.81738,24.13266
771145,49.78412,24.06623
1597992,49.79031,24.06796
730247,50.04951,23.9764
1644685,49.81705,24.00239
3693467,49.81601,23.99598
2258584,49.82774,24.07174
723163,49.85536,24.02531
662155,49.81019,23.99321
3364046,49.81571,24.08395
2733042,49.818,24.00131
522902,49.82121,23.96633
1506205,49.86174,24.02274
1985481,49.84937,24.0247
2371780,49.83164,24.01611
1904502,49.74474,24.02055
3855568,49.81845,24.00157
3472671,49.80937,24.00592
2287625,49.79092,24.06651
1256891,49.8357,24.04113
931034,49.84753,24.00498
970100,49.83716,24.05615
3062858,49.74712,24.00827
2843255,49.82817,24.044
3616431,49.8192,24.15448
3656160,49.85438,24.0327
456904,49.79834,24.02444
1265603,49.87219,24.0522
1922627,49.87502,24.04138
3320882,49.85357,23.99112
1701214,49.84005,24.01378
3919880,49.85157,24.01901
3424230,49.83921,24.02723
1979408,49.84095,23.85891
3971844,49.8579,24.05048
1713669,49.85167,24.05321
3070517,49.82903,24.03221
3225178,49.79919,24.02885
4001701,49.8168,24.05933
3189609,49.87036,23.95028
3012965,49.71306,23.88922
2947107,49.86877,23.95143
3892133,49.83943,24.02998
590692,49.8392,24.03135
3487204,49.82834,23.93689
2347895,49.7875,24.04841
3832112,49.80514,23.99738
2825234,49.77389,24.01116
2109193,49.82136,23.99618
3468395,49.8356,23.99697
2415516,49.79906,24.02899
2088879,49.82314,23.94154
758238,49.83039,23.96984
816818,49.81503,24.06087
3118663,49.84083,24.02735
3775012,49.83714,24.05409
1563870,49.83147,24.00628
2847759,49.86904,24.02987
1562100,49.84084,24.04811
1871377,49.8695,24.04157
557652,49.83443,24.03481
1682374,49.83753,24.12592
3860178,49.83943,24.02998
487840,49.8145,24.01891
2899112,49.85844,24.01501
1755893,49.8495,24.02394
3057007,49.84291,24.02608
2635606,49.81372,23.96011
1632573,49.85166,24.02929
3451948,49.81829,24.00249
1296078,49.83768,24.01535
3720797,49.83241,24.00422
3248505,49.83489,23.99803
3952616,49.82571,23.9559
1325125,49.77399,24.00975
1454539,49.73701,24.01937
806580,49.81985,23.99576
3083429,49.87122,23.95731
691548,49.88428,23.947
3023686,49.82775,23.95994
1113449,49.87167,23.93579
3244254,49.84506,24.02622
2238276,49.86873,23.91715
3472831,49.82986,23.99447
3854794,49.80991,24.07769
2007113,49.83729,24.04365
1479751,49.80711,23.97939
3687495,49.85903,24.01694
1861848,49.78291,24.06834
2267740,49.82685,24.03863
3994046,49.78401,24.01179
1931227,49.85381,24.02834
1343792,49.81293,23.99081
3511748,49.82716,24.02828
1790523,49.86466,24.05081
1922330,49.86046,24.01765
1682308,49.80026,24.13329
3483288,49.87293,24.05376
1666540,49.83951,24.03236
2890584,49.82346,23.93007
3190814,49.8348,23.89776
3143202,49.864,24.05394
2635739,49.8529,24.03088
1922188,49.83945,24.03311
651629,49.8392,24.03135
2022856,49.82544,24.03605
3104941,49.77283,24.01221
2281686,49.87786,24.03382
3325777,49.79522,24.05789
1470640,49.805,23.9992
3404387,49.86982,24.02293
3139687,49.76995,24.10372
975086,49.77413,24.01288
3297777,49.83621,24.05866
1930660,49.83951,24.03236
2261917,49.84608,23.99908
3565344,49.80426,24.00343
1937282,49.64409,24.01987
662364,49.84414,23.99692
3133790,49.8393,24.03087
843826,49.83764,24.03067
853855,49.8311,23.9691
3737164,49.83718,24.06375
2511837,49.81142,23.99347
1050050,49.83872,24.00947
1903902,49.84141,24.0352
1478853,49.82818,23.96753
1695325,49.84676,24.02574
3129045,49.86278,24.04825
3020071,49.81312,23.98926
2995539,49.81133,23.99057
727067,49.8289,24.03193
664126,49.84494,24.02721
1653520,49.82542,23.93777
1531327,49.87192,24.0366
807255,49.78907,24.01963
3316213,49.82394,24.13948
2397319,49.8393,24.03213
3421518,49.86146,24.02251
3579920,49.82349,24.13748
3444514,49.8545,24.05614
1710704,49.80889,24.01578
3072868,49.84805,23.96039
1766437,49.83361,24.12423
2431296,49.85671,24.06281
498259,49.79734,24.01999
1602580,49.846,24.02974
3112483,49.77228,23.85191
1435554,49.83943,24.02998
462086,49.871,24.02853
811727,49.85256,24.01966
2953778,49.79662,24.06942
3021566,49.80944,23.99567
3565355,49.83633,23.99607
3176114,49.84335,24.0385
3786369,49.79107,24.01705
2335245,49.79031,24.06796
538936,49.84953,24.02385
